Order ID,Merchant ID,Restaurant Name,City,Tier,Cuisine,Dish Name,Base Time,Acoustic dB,POS Tickets,Chaos Index,Manual FOR Mins,Actual Food Ready Mins,Rider Arrival Mins,Rider Depart Mins,Actual Rider Wait Mins,Trust Score,Order Completion Time,Adjusted KPT Signal,Food Delay Mins,Total Delay,ETA Currently,Delay,Order Status,Old Error,New Error
ORDER_0114,MCH_295,Royal Dhaba Point,Bengaluru,Tier 2,North Indian,Paneer Butter Masala & Naan,15,72,7,1.59,21.5,23.8,27.9,27.9,0,0.57,42.9,24.25,8.8,8.8,25,17.9,Delayed,2.3,0.45
ORDER_0115,MCH_129,Shree Dhaba Junction,Kolkata,Tier 3,South Indian,Idli Vada Set,5,60.3,0,1.01,2,5,9.6,9.6,0,0.49,19.6,5.88,0,0,21,-1.4,Early,3,0.88
ORDER_0116,MCH_280,Royal Grill Junction,Kolkata,Tier 3,Desserts,Choco Lava Cake,6,59.6,0,0.99,2.2,5.9,6.8,6.8,0,0.69,18.8,3.63,-0.1,-0.1,20,-1.2,Early,3.7,2.27
ORDER_0117,MCH_100,Royal Wok Point,Jaipur,Tier 3,North Indian,Paneer Butter Masala & Naan,15,63.1,0,1.06,10.4,15.9,17.9,17.9,0,0.5,30.9,14.15,0.9,0.9,35,-4.1,Early,5.5,1.75
ORDER_0118,MCH_297,Spicy Tandoor Palace,Pune,Tier 2,Fast Food,Peri Peri Pizza,14,64.5,3,1.24,8.7,17.4,14.2,17.4,3.2,0.42,29.4,13.75,3.4,6.6,27,2.4,On Time,8.7,3.65
ORDER_0119,MCH_182,Spicy Dhaba Junction,Pune,Tier 1,Chinese,Hakka Noodles,10,88.6,18,2.47,11.6,24.7,16.2,24.7,8.5,0.13,37.7,23,14.7,23.2,22,15.7,Delayed,13.1,1.7
ORDER_0120,MCH_174,Urban Dhaba Junction,Bengaluru,Tier 3,North Indian,Dal Makhani Combo,12,53,0,0.86,6.6,10.3,14.1,14.1,0,0.5,29.1,10.35,-1.7,-1.7,27,2.1,On Time,3.7,0.05
ORDER_0121,MCH_188,Shree Bake Story,Bhilwara,Tier 3,Chinese,Hakka Noodles,10,56.5,0,0.93,8.1,9.3,11.3,11.3,0,0.79,23.3,8.77,-0.7,-0.7,21,2.3,On Time,1.2,0.53
ORDER_0122,MCH_057,Classic Kitchen Palace,Mumbai,Tier 2,Fast Food,Zinger Burger & Fries,10,71.9,6,1.54,9.2,15.4,12.3,15.4,3.1,0.59,27.4,11.74,5.4,8.5,27,0.4,On Time,6.2,3.66
ORDER_0123,MCH_031,Desi Grill Lounge,Ahmedabad,Tier 1,North Indian,Paneer Butter Masala & Naan,15,95,26,3,40.3,45,46.3,46.3,0,0.6,56.3,42.7,30,30,34,22.3,Cancelled,4.7,2.3
ORDER_0124,MCH_084,Classic Cafe Lounge,Bengaluru,Tier 3,Fast Food,Zinger Burger & Fries,10,55.8,0,0.92,2,9.2,9,9.2,0.2,0.52,21.2,5.46,-0.8,-0.6,22,-0.8,Early,7.2,3.74
ORDER_0125,MCH_152,Royal Kitchen Corner,Kolkata,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,61.9,0,1.04,17.6,20.8,24.4,24.4,0,0.55,38.4,20.66,0.8,0.8,37,1.4,On Time,3.2,0.14
ORDER_0126,MCH_036,Classic Grill Lounge,Pune,Tier 1,North Indian,Paneer Butter Masala & Naan,15,82.5,15,2.2,21.4,33,24.8,33,8.2,0.23,43,30.33,18,26.2,30,13,Delayed,11.6,2.67
ORDER_0127,MCH_213,Royal Dhaba Corner,Kolkata,Tier 2,South Indian,Idli Vada Set,5,66.3,5,1.38,2,6.9,9.8,9.8,0,0.48,21.8,6.06,1.9,1.9,19,2.8,On Time,4.9,0.84
ORDER_0128,MCH_106,Royal Dosa Express,Pune,Tier 3,North Indian,Dal Makhani Combo,12,64.5,0,1.09,9.5,13.1,16,16,0,0.57,28,12.3,1.1,1.1,24,4,On Time,3.6,0.8
ORDER_0129,MCH_220,The Tandoor Junction,Jaipur,Tier 2,Fast Food,Zinger Burger & Fries,10,80.5,11,1.96,18.1,19.6,25.8,25.8,0,0.49,37.8,22.03,9.6,9.6,29,8.8,Delayed,1.5,2.43
ORDER_0130,MCH_163,Grand Grill Junction,Ahmedabad,Tier 1,North Indian,Paneer Butter Masala & Naan,15,93.9,23,2.83,31.7,42.4,36.3,42.4,6.1,0.29,56.4,39.3,27.4,33.5,27,29.4,Cancelled,10.7,3.1
ORDER_0131,MCH_220,The Tandoor Junction,Jaipur,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,72.7,7,1.6,29.5,32,36,36,0,0.57,47,32.3,12,12,35,12,Delayed,2.5,0.3
ORDER_0132,MCH_270,Grand Biryani Point,Pune,Tier 3,Chinese,Hakka Noodles,10,53.3,0,0.87,2.7,8.7,10,10,0,0.51,25,6.28,-1.3,-1.3,30,-5,Early,6,2.42
ORDER_0133,MCH_120,Bombay Chaat House,Ahmedabad,Tier 3,South Indian,Idli Vada Set,5,63.3,0,1.07,2,5.4,6.9,6.9,0,0.67,19.9,3.62,0.4,0.4,15,4.9,On Time,3.4,1.78
ORDER_0134,MCH_182,Spicy Dhaba Junction,Pune,Tier 1,Fast Food,Peri Peri Pizza,14,82.2,17,2.29,19.3,32.1,27.1,32.1,5,0.15,45.1,30.18,18.1,23.1,24,21.1,Cancelled,12.8,1.92
ORDER_0135,MCH_106,Royal Dosa Express,Pune,Tier 3,North Indian,Paneer Butter Masala & Naan,15,55.6,0,0.91,6.9,13.6,11.2,13.6,2.4,0.55,27.6,9.91,-1.4,1,35,-7.4,Early,6.7,3.69
ORDER_0136,MCH_217,The Chaat House,Jaipur,Tier 3,Fast Food,Peri Peri Pizza,14,54.6,0,0.89,4.1,12.5,8.7,12.5,3.8,0.44,27.5,8.8,-1.5,2.3,26,1.5,On Time,8.4,3.7
ORDER_0137,MCH_205,Urban Dhaba Story,Delhi,Tier 3,Biryani,Chicken Dum Biryani,18,54.4,0,0.89,6.3,16,13.9,16,2.1,0.35,29,12.6,-2,0.1,33,-4,Early,9.7,3.4
ORDER_0138,MCH_070,Desi Dosa Junction,Ahmedabad,Tier 1,North Indian,Dal Makhani Combo,12,95,25,2.95,31.3,35.4,39.1,39.1,0,0.48,52.1,35.36,23.4,23.4,32,20.1,Cancelled,4.1,0.04
ORDER_0139,MCH_044,Grand Tandoor Lounge,Ahmedabad,Tier 3,North Indian,Paneer Butter Masala & Naan,15,61.9,0,1.04,15,15.6,19.4,19.4,0,0.71,31.4,16.28,0.6,0.6,31,0.4,On Time,0.6,0.68
ORDER_0140,MCH_228,The Bake Story,Kolkata,Tier 3,Beverages,Cold Coffee,4,57.7,0,0.95,2,3.8,5.7,5.7,0,0.75,18.7,2.92,-0.2,-0.2,20,-1.3,Early,1.8,0.88
ORDER_0141,MCH_184,Bombay Biryani Darbar,Bengaluru,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,62.6,0,1.05,14.1,21,20.9,21,0.1,0.54,34,17.27,1,1.1,31,3,On Time,6.9,3.73
ORDER_0142,MCH_107,Spicy Biryani Corner,Delhi,Tier 3,Fast Food,Zinger Burger & Fries,10,58.2,0,0.96,6.9,9.6,14.5,14.5,0,0.49,27.5,10.78,-0.4,-0.4,30,-2.5,Early,2.7,1.18
ORDER_0143,MCH_084,Classic Cafe Lounge,Bengaluru,Tier 3,Desserts,Choco Lava Cake,6,61,0,1.02,2.2,6.1,8.2,8.2,0,0.6,18.2,4.6,0.1,0.1,25,-6.8,Early,3.9,1.5
ORDER_0144,MCH_250,Urban Wok Palace,Bengaluru,Tier 3,Beverages,Cold Coffee,4,58.6,0,0.97,3.7,3.9,9.9,9.9,0,0.59,24.9,6.24,-0.1,-0.1,18,6.9,Delayed,0.2,2.34
ORDER_0145,MCH_021,Urban Bake Point,Pune,Tier 2,Biryani,Chicken Dum Biryani,18,70.1,7,1.55,24.3,27.9,31.1,31.1,0,0.55,44.1,27.36,9.9,9.9,34,10.1,Delayed,3.6,0.54
ORDER_0146,MCH_196,The Bake Point,Jaipur,Tier 3,North Indian,Dal Makhani Combo,12,57.3,0,0.95,7.9,11.4,11.7,11.7,0,0.75,23.7,8.85,-0.6,-0.6,22,1.7,On Time,3.5,2.55
ORDER_0147,MCH_178,Bombay Biryani Point,Mumbai,Tier 1,Chinese,Hakka Noodles,10,86.2,19,2.47,18.6,24.7,26.5,26.5,0,0.47,37.5,22.79,14.7,14.7,25,12.5,Delayed,6.1,1.91
ORDER_0148,MCH_007,Royal Dhaba Express,Delhi,Tier 2,South Indian,Idli Vada Set,5,72.1,7,1.59,5.2,8,10,10,0,0.68,20,6.74,3,3,17,3,On Time,2.8,1.26
ORDER_0149,MCH_070,Desi Dosa Junction,Ahmedabad,Tier 1,Fast Food,Peri Peri Pizza,14,86.1,16,2.32,28.3,32.5,34.4,34.4,0,0.59,46.4,30.8,18.5,18.5,31,15.4,Delayed,4.2,1.7
ORDER_0150,MCH_127,Shree Bake Point,Hyderabad,Tier 2,Biryani,Chicken Dum Biryani,18,75.3,11,1.86,27.3,33.5,32.6,33.5,0.9,0.59,43.5,29.84,15.5,16.4,31,12.5,Delayed,6.2,3.66
ORDER_0151,MCH_160,Golden Kitchen Junction,Jaipur,Tier 2,Fast Food,Zinger Burger & Fries,10,70.4,10,1.71,14.3,17.1,19.6,19.6,0,0.65,32.6,16.16,7.1,7.1,24,8.6,Delayed,2.8,0.94
ORDER_0152,MCH_248,Urban Kitchen Point,Jaipur,Tier 2,South Indian,Idli Vada Set,5,70.4,2,1.31,2.6,6.6,9.1,9.1,0,0.57,21.1,5.4,1.6,1.6,16,5.1,Delayed,4,1.2
ORDER_0153,MCH_203,Grand Biryani House,Ahmedabad,Tier 3,Chinese,Hakka Noodles,10,60.1,0,1,9.5,10,17.5,17.5,0,0.47,31.5,13.74,0,0,26,5.5,Delayed,0.5,3.74
ORDER_0154,MCH_148,Golden Bake Story,Ahmedabad,Tier 1,Fast Food,Zinger Burger & Fries,10,95,24,2.9,26.2,29,32.5,32.5,0,0.58,42.5,28.85,19,19,20,22.5,Cancelled,2.8,0.15
ORDER_0155,MCH_143,Desi Chaat Palace,Ahmedabad,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,56.2,0,0.92,14.3,18.4,21.3,21.3,0,0.53,31.3,17.59,-1.6,-1.6,35,-3.7,Early,4.1,0.81
ORDER_0156,MCH_199,Golden Kitchen Corner,Mumbai,Tier 3,Fast Food,Peri Peri Pizza,14,63.6,0,1.07,11.9,15,15,15,0,0.79,25,12.55,1,1,29,-4,Early,3.1,2.45
ORDER_0157,MCH_154,Urban Cafe Story,Jaipur,Tier 3,Desserts,Choco Lava Cake,6,64.1,0,1.08,2,6.5,9.1,9.1,0,0.53,19.1,5.34,0.5,0.5,26,-6.9,Early,4.5,1.16
ORDER_0158,MCH_142,Royal Dosa House,Kolkata,Tier 3,Beverages,Cold Coffee,4,54.9,0,0.9,2,3.6,6.5,6.5,0,0.7,19.5,3.35,-0.4,-0.4,24,-4.5,Early,1.6,0.25
ORDER_0159,MCH_165,Classic Biryani Hub,Bengaluru,Tier 3,North Indian,Paneer Butter Masala & Naan,15,59.7,0,0.99,10,14.8,13.6,14.8,1.2,0.68,29.8,11.54,-0.2,1,33,-3.2,Early,4.8,3.26
ORDER_0160,MCH_021,Urban Bake Point,Pune,Tier 2,Biryani,Chicken Dum Biryani,18,73,9,1.71,25.9,30.8,29.5,30.8,1.3,0.67,40.8,27.52,12.8,14.1,37,3.8,On Time,4.9,3.28
ORDER_0161,MCH_082,Royal Wok House,Ahmedabad,Tier 3,North Indian,Paneer Butter Masala & Naan,15,67.2,0,1.14,11.2,17.1,17.6,17.6,0,0.57,28.6,13.95,2.1,2.1,31,-2.4,Early,5.9,3.15
ORDER_0162,MCH_069,Shree Biryani Point,Kolkata,Tier 2,Desserts,Choco Lava Cake,6,80.8,11,1.97,4.3,11.8,12.3,12.3,0,0.47,24.3,8.54,5.8,5.8,21,3.3,On Time,7.5,3.26
ORDER_0163,MCH_131,The Dhaba Lounge,Hyderabad,Tier 3,South Indian,Idli Vada Set,5,55.6,0,0.91,2,4.6,8.3,8.3,0,0.58,22.3,4.65,-0.4,-0.4,21,1.3,On Time,2.6,0.05
ORDER_0164,MCH_087,Classic Tandoor Darbar,Delhi,Tier 2,North Indian,Paneer Butter Masala & Naan,15,65.3,5,1.36,16.5,20.4,20.8,20.8,0,0.71,35.8,17.75,5.4,5.4,27,8.8,Delayed,3.9,2.65
ORDER_0165,MCH_218,Shree Tandoor Darbar,Kolkata,Tier 3,Beverages,Cold Coffee,4,57.3,0,0.95,2,3.8,6,6,0,0.73,17,3.08,-0.2,-0.2,18,-1,Early,1.8,0.72
ORDER_0166,MCH_161,The Biryani Junction,Chennai,Tier 2,South Indian,Masala Dosa,8,74.6,9,1.74,10.4,13.9,16,16,0,0.63,30,12.47,5.9,5.9,24,6,Delayed,3.5,1.43
ORDER_0167,MCH_178,Bombay Biryani Point,Mumbai,Tier 1,South Indian,Idli Vada Set,5,79.7,10,1.89,6.3,9.4,9.6,9.6,0,0.78,23.6,7.03,4.4,4.4,21,2.6,On Time,3.1,2.37
ORDER_0168,MCH_117,Golden Kitchen Hub,Bhilwara,Tier 3,Fast Food,Peri Peri Pizza,14,60.3,0,1.01,8.9,14.1,13.9,14.1,0.2,0.65,27.1,10.72,0.1,0.3,29,-1.9,Early,5.2,3.38
ORDER_0169,MCH_196,The Bake Point,Jaipur,Tier 3,Fast Food,Zinger Burger & Fries,10,61.5,0,1.03,4.6,10.3,10.9,10.9,0,0.58,22.9,7.25,0.3,0.3,25,-2.1,Early,5.7,3.05
ORDER_0170,MCH_086,Urban Wok Express,Jaipur,Tier 3,Desserts,Choco Lava Cake,6,58,0,0.96,2.1,5.8,9.9,9.9,0,0.48,22.9,6.16,-0.2,-0.2,19,3.9,On Time,3.7,0.36
ORDER_0171,MCH_289,Classic Chaat Story,Bengaluru,Tier 3,Fast Food,Peri Peri Pizza,14,61.5,0,1.03,10.6,14.4,15.7,15.7,0,0.66,25.7,12.33,0.4,0.4,32,-6.3,Early,3.8,2.07
ORDER_0172,MCH_081,Urban Wok Junction,Kolkata,Tier 3,North Indian,Paneer Butter Masala & Naan,15,58.6,0,0.97,10.9,14.6,14.9,14.9,0,0.73,28.9,11.98,-0.4,-0.4,32,-3.1,Early,3.7,2.62
ORDER_0173,MCH_152,Royal Kitchen Corner,Kolkata,Tier 3,North Indian,Dal Makhani Combo,12,55.1,0,0.9,8,10.8,15.1,15.1,0,0.53,28.1,11.34,-1.2,-1.2,29,-0.9,Early,2.8,0.54
ORDER_0174,MCH_061,Bombay Dhaba Point,Hyderabad,Tier 1,South Indian,Idli Vada Set,5,95,25,2.95,7.9,14.8,14.6,14.8,0.2,0.54,26.8,11.07,9.8,10,21,5.8,Delayed,6.9,3.73
ORDER_0175,MCH_061,Bombay Dhaba Point,Hyderabad,Tier 1,Desserts,Choco Lava Cake,6,93,22,2.76,7.9,16.6,15.2,16.6,1.4,0.42,29.6,12.95,10.6,12,23,6.6,Delayed,8.7,3.65
ORDER_0176,MCH_028,Shree Chaat Palace,Delhi,Tier 2,Fast Food,Zinger Burger & Fries,10,64.2,5,1.33,10.9,13.3,15,15,0,0.73,27,12.01,3.3,3.3,27,0,Early,2.4,1.29
ORDER_0177,MCH_043,The Wok Palace,Bhilwara,Tier 2,Chinese,Hakka Noodles,10,76.9,8,1.74,12.2,17.4,17.2,17.4,0.2,0.65,32.4,14.02,7.4,7.6,20,12.4,Delayed,5.2,3.38
ORDER_0178,MCH_169,Golden Wok Lounge,Kolkata,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,63.7,4,1.27,20.9,25.4,28.8,28.8,0,0.47,41.8,25.09,5.4,5.4,33,8.8,Delayed,4.5,0.31
ORDER_0179,MCH_086,Urban Wok Express,Jaipur,Tier 3,Fast Food,Peri Peri Pizza,14,61.8,0,1.04,10.4,14.6,14.2,14.6,0.4,0.72,28.6,11.58,0.6,1,24,4.6,On Time,4.2,3.02
ORDER_0180,MCH_177,Desi Grill Hub,Bengaluru,Tier 3,Fast Food,Peri Peri Pizza,14,58.9,0,0.98,11.4,13.7,17.8,17.8,0,0.57,30.8,14.15,-0.3,-0.3,24,6.8,Delayed,2.3,0.45
ORDER_0181,MCH_017,Golden Bake Darbar,Mumbai,Tier 3,South Indian,Idli Vada Set,5,64.6,0,1.09,2,5.4,6.2,6.2,0,0.72,17.2,3.18,0.4,0.4,19,-1.8,Early,3.4,2.22
ORDER_0182,MCH_098,Classic Dhaba Hub,Kolkata,Tier 2,North Indian,Dal Makhani Combo,12,69.8,7,1.55,16.1,18.6,21.6,21.6,0,0.63,32.6,18.14,6.6,6.6,27,5.6,Delayed,2.5,0.46
ORDER_0183,MCH_198,Shree Chaat Lounge,Hyderabad,Tier 3,North Indian,Paneer Butter Masala & Naan,15,55,0,0.9,10.7,13.5,17.7,17.7,0,0.53,27.7,13.99,-1.5,-1.5,34,-6.3,Early,2.8,0.49
ORDER_0184,MCH_098,Classic Dhaba Hub,Kolkata,Tier 2,Desserts,Choco Lava Cake,6,71.4,6,1.53,4.4,9.2,9.8,9.8,0,0.64,20.8,6.34,3.2,3.2,19,1.8,On Time,4.8,2.86
ORDER_0185,MCH_065,Spicy Wok Palace,Mumbai,Tier 2,North Indian,Paneer Butter Masala & Naan,15,69.1,3,1.33,15.2,20,22.2,22.2,0,0.53,36.2,18.49,5,5,32,4.2,On Time,4.8,1.51
ORDER_0186,MCH_005,Royal Chaat Point,Kolkata,Tier 3,South Indian,Idli Vada Set,5,58.7,0,0.97,2,4.8,7.1,7.1,0,0.66,21.1,3.73,-0.2,-0.2,21,0.1,On Time,2.8,1.07
ORDER_0187,MCH_002,The Biryani Hub,Hyderabad,Tier 2,Fast Food,Peri Peri Pizza,14,68,4,1.36,16.5,19,24.5,24.5,0,0.47,36.5,20.74,5,5,27,9.5,Delayed,2.5,1.74
ORDER_0188,MCH_022,Grand Bake Junction,Bengaluru,Tier 3,Fast Food,Zinger Burger & Fries,10,60.4,0,1.01,8.4,10.1,13.6,13.6,0,0.65,26.6,10.22,0.1,0.1,28,-1.4,Early,1.7,0.12
ORDER_0189,MCH_112,Golden Dhaba Story,Delhi,Tier 3,Desserts,Choco Lava Cake,6,58.9,0,0.98,2,5.9,5.7,5.9,0.2,0.74,20.9,3.01,-0.1,0.1,17,3.9,On Time,3.9,2.89
ORDER_0190,MCH_057,Classic Kitchen Palace,Mumbai,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,67,3,1.29,22.5,25.8,27.5,27.5,0,0.67,41.5,24.15,5.8,5.8,33,8.5,Delayed,3.3,1.65
ORDER_0191,MCH_066,Classic Tandoor Corner,Bhilwara,Tier 2,Desserts,Choco Lava Cake,6,66.6,6,1.43,4.9,8.6,11.6,11.6,0,0.55,26.6,7.92,2.6,2.6,22,4.6,On Time,3.7,0.68
ORDER_0192,MCH_098,Classic Dhaba Hub,Kolkata,Tier 2,South Indian,Idli Vada Set,5,69.1,6,1.48,2,7.4,9.2,9.2,0,0.52,21.2,5.46,2.4,2.4,17,4.2,On Time,5.4,1.94
ORDER_0193,MCH_144,Golden Cafe House,Kolkata,Tier 2,Fast Food,Zinger Burger & Fries,10,75.8,10,1.82,9.4,18.2,14.7,18.2,3.5,0.41,33.2,14.59,8.2,11.7,26,7.2,Delayed,8.8,3.61
ORDER_0194,MCH_125,Shree Bake Hub,Bengaluru,Tier 2,Fast Food,Zinger Burger & Fries,10,74.2,9,1.73,12.5,17.3,18.5,18.5,0,0.6,31.5,14.9,7.3,7.3,22,9.5,Delayed,4.8,2.4
ORDER_0195,MCH_167,The Grill Corner,Bhilwara,Tier 3,Chinese,Hakka Noodles,10,57.7,0,0.95,4,9.5,11.2,11.2,0,0.52,25.2,7.46,-0.5,-0.5,24,1.2,On Time,5.5,2.04
ORDER_0196,MCH_086,Urban Wok Express,Jaipur,Tier 3,Desserts,Choco Lava Cake,6,66.2,0,1.12,2,6.7,9.1,9.1,0,0.53,23.1,5.34,0.7,0.7,22,1.1,On Time,4.7,1.36
ORDER_0197,MCH_076,Bombay Dhaba Junction,Bhilwara,Tier 2,Desserts,Choco Lava Cake,6,80.3,11,1.96,6.9,11.8,13.2,13.2,0,0.58,28.2,9.55,5.8,5.8,26,2.2,On Time,4.9,2.25
ORDER_0198,MCH_294,Bombay Wok Junction,Delhi,Tier 2,Beverages,Cold Coffee,4,70.5,5,1.46,2,5.8,9.1,9.1,0,0.53,21.1,5.34,1.8,1.8,24,-2.9,Early,3.8,0.46
ORDER_0199,MCH_059,Grand Kitchen Hub,Chennai,Tier 3,South Indian,Masala Dosa,8,64.3,0,1.09,3,8.7,8.9,8.9,0,0.61,21.9,5.3,0.7,0.7,25,-3.1,Early,5.7,3.4
ORDER_0200,MCH_138,Urban Kitchen Lounge,Pune,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,66.2,4,1.32,19.9,26.4,22.9,26.4,3.5,0.57,38.4,22.7,6.4,9.9,40,-1.6,Early,6.5,3.7
ORDER_0201,MCH_099,Shree Dosa House,Ahmedabad,Tier 2,Biryani,Chicken Dum Biryani,18,73.9,10,1.78,21.4,32,24.6,32,7.4,0.29,42,28.93,14,21.4,36,6,Delayed,10.6,3.07
ORDER_0202,MCH_192,Desi Kitchen Hub,Kolkata,Tier 2,North Indian,Dal Makhani Combo,12,70.2,9,1.65,17.9,19.8,25.8,25.8,0,0.47,38.8,22.09,7.8,7.8,25,13.8,Delayed,1.9,2.29
ORDER_0203,MCH_243,Golden Dhaba House,Hyderabad,Tier 3,South Indian,Masala Dosa,8,57.9,0,0.96,2,7.7,5.7,7.7,2,0.62,21.7,4.17,-0.3,1.7,26,-4.3,Early,5.7,3.53
ORDER_0204,MCH_049,Urban Kitchen Palace,Kolkata,Tier 2,Chinese,Hakka Noodles,10,64.5,5,1.34,11.3,13.4,16.3,16.3,0,0.67,31.3,12.95,3.4,3.4,20,11.3,Delayed,2.1,0.45
ORDER_0205,MCH_032,Golden Dhaba Point,Delhi,Tier 3,Desserts,Choco Lava Cake,6,58.4,0,0.97,4.9,5.8,12.6,12.6,0,0.49,23.6,8.83,-0.2,-0.2,18,5.6,Delayed,0.9,3.03
ORDER_0206,MCH_277,Classic Biryani Story,Bengaluru,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,60.8,0,1.02,16.7,20.4,20.7,20.7,0,0.73,34.7,17.78,0.4,0.4,31,3.7,On Time,3.7,2.62
ORDER_0207,MCH_020,Bombay Biryani Lounge,Mumbai,Tier 2,North Indian,Paneer Butter Masala & Naan,15,79.2,11,1.93,24.9,29,32.1,32.1,0,0.52,46.1,28.36,14,14,34,12.1,Delayed,4.1,0.64
ORDER_0208,MCH_154,Urban Cafe Story,Jaipur,Tier 3,South Indian,Masala Dosa,8,62.7,0,1.05,2,8.4,9.1,9.1,0,0.53,23.1,5.34,0.4,0.4,22,1.1,On Time,6.4,3.06
ORDER_0209,MCH_068,Spicy Cafe Hub,Jaipur,Tier 2,North Indian,Paneer Butter Masala & Naan,15,59.5,2,1.09,9.4,16.4,17.3,17.3,0,0.47,31.3,13.59,1.4,1.4,34,-2.7,Early,7,2.81
ORDER_0210,MCH_214,Grand Cafe Express,Hyderabad,Tier 3,North Indian,Dal Makhani Combo,12,62.1,0,1.04,2,12.5,6.4,12.5,6.1,0.3,22.5,9.35,0.5,6.6,31,-8.5,Early,10.5,3.15
ORDER_0211,MCH_143,Desi Chaat Palace,Ahmedabad,Tier 3,North Indian,Paneer Butter Masala & Naan,15,63.4,0,1.07,11.3,16,15.9,16,0.1,0.69,27,12.76,1,1.1,29,-2,Early,4.7,3.24
ORDER_0212,MCH_232,Royal Grill Lounge,Bengaluru,Tier 3,North Indian,Dal Makhani Combo,12,59.2,0,0.98,2,11.8,9.5,11.8,2.3,0.35,23.8,8.37,-0.2,2.1,26,-2.2,Early,9.8,3.43
ORDER_0213,MCH_213,Royal Dhaba Corner,Kolkata,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,80.1,11,1.95,29.6,39,33.8,39,5.2,0.37,49,35.52,19,24.2,34,15,Delayed,9.4,3.48
ORDER_0214,MCH_079,Golden Grill Point,Bengaluru,Tier 3,Fast Food,Peri Peri Pizza,14,62.6,0,1.05,10.5,14.7,16.2,16.2,0,0.62,26.2,12.67,0.7,0.7,34,-7.8,Early,4.2,2.03
ORDER_0215,MCH_214,Grand Cafe Express,Hyderabad,Tier 3,North Indian,Dal Makhani Combo,12,56.2,0,0.92,2,11,8.5,11,2.5,0.4,22,7.4,-1,1.5,22,0,Early,9,3.6
ORDER_0216,MCH_116,Spicy Grill Express,Pune,Tier 3,Fast Food,Zinger Burger & Fries,10,66.6,0,1.13,5.7,11.3,10.1,11.3,1.2,0.63,21.3,7.77,1.3,2.5,29,-7.7,Early,5.6,3.53
ORDER_0217,MCH_092,The Chaat Darbar,Bengaluru,Tier 2,Biryani,Chicken Dum Biryani,18,66.9,6,1.44,16.8,25.9,24.5,25.9,1.4,0.39,37.9,22.35,7.9,9.3,35,2.9,On Time,9.1,3.55
ORDER_0218,MCH_270,Grand Biryani Point,Pune,Tier 3,Biryani,Chicken Dum Biryani,18,62.9,0,1.06,13.4,19.1,19.7,19.7,0,0.58,32.7,16.05,1.1,1.1,31,1.7,On Time,5.7,3.05
ORDER_0219,MCH_168,Urban Cafe Lounge,Hyderabad,Tier 3,South Indian,Idli Vada Set,5,62.8,0,1.06,2,5.3,5.2,5.3,0.1,0.78,16.3,2.73,0.3,0.4,21,-4.7,Early,3.3,2.57
ORDER_0220,MCH_058,Desi Cafe Hub,Chennai,Tier 2,Biryani,Chicken Dum Biryani,18,65.3,6,1.41,21.9,25.4,25.6,25.6,0,0.75,39.6,22.82,7.4,7.4,30,9.6,Delayed,3.5,2.58
ORDER_0221,MCH_284,Bombay Grill Story,Delhi,Tier 1,South Indian,Idli Vada Set,5,95,27,3.05,12.6,15.2,16.6,16.6,0,0.73,30.6,13.68,10.2,10.2,21,9.6,Delayed,2.6,1.52
ORDER_0222,MCH_026,Royal Dhaba Junction,Bengaluru,Tier 2,Desserts,Choco Lava Cake,6,77.7,10,1.85,10.5,11.1,14.7,14.7,0,0.72,29.7,11.68,5.1,5.1,16,13.7,Delayed,0.6,0.58
ORDER_0223,MCH_066,Classic Tandoor Corner,Bhilwara,Tier 2,Biryani,Chicken Dum Biryani,18,63.8,5,1.33,20.7,23.9,27.4,27.4,0,0.55,37.4,23.71,5.9,5.9,31,6.4,Delayed,3.2,0.19
ORDER_0224,MCH_248,Urban Kitchen Point,Jaipur,Tier 2,North Indian,Dal Makhani Combo,12,67.8,5,1.41,7.1,16.9,10.5,16.9,6.4,0.35,29.9,13.47,4.9,11.3,22,7.9,Delayed,9.8,3.43
ORDER_0225,MCH_254,Grand Tandoor Darbar,Jaipur,Tier 2,Fast Food,Zinger Burger & Fries,10,76.5,9,1.78,11.9,17.8,16.7,17.8,1.1,0.61,28.8,14.2,7.8,8.9,26,2.8,On Time,5.9,3.6
ORDER_0226,MCH_044,Grand Tandoor Lounge,Ahmedabad,Tier 3,Fast Food,Peri Peri Pizza,14,63.2,0,1.06,14.1,14.8,21.7,21.7,0,0.49,34.7,17.98,0.8,0.8,27,7.7,Delayed,0.7,3.18
ORDER_0227,MCH_097,Golden Cafe Point,Ahmedabad,Tier 3,North Indian,Paneer Butter Masala & Naan,15,58.8,0,0.98,11.2,14.7,17,17,0,0.61,31,13.46,-0.3,-0.3,25,6,Delayed,3.5,1.24
